key,text,region,cityname,citytype,district,street,bldnum,bldlist
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Այգեստան 10-րդ փողոց,,
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Այգեստան 11-րդ փողոց,,
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Օստրովսկու փողոց,,
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Ռոստոմի փողոց,,
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Աղյուսագործների փողոց,,
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Ծատուրյան փողոց,,
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Քրիստափորի փողոց 2-րդ նրբանցք,,
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Չարենցի փողոց 1-ին նրբանցք,,
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Ծխախոտագործների փողոց,,50-180
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Քրիստափորի փողոց,,10-90
1287,"Կենտրոն վարչական շրջան՝Մ․Հերացի,  Այգեստան 9-11, Օստրովսկու, Ռոստոմի, Աղյուսագործների, Ծատուրյան փողոցների, Երևանի Մխիթար Հերացու անվան պետական բժշկական համալսարանի, թիվ 1 համալսարանական հիվանդանոցի, Քրիստաֆորի 2-րդ նրբանցքի, Չարենցի 1-ին նրբանցքի, Ծխախոտագործների  փողոցի  50-180, Քրիստաֆոր 10-90, Աբովյան 54, 58  համարներիջրամատակարարումը:",Երևան,Երևան,քաղաք,Կենտրոն,Աբովյան փողոց,,"54, 58"
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 1-ին փողոց,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 2-րդ փողոց,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 3-րդ փողոց,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 1-ին շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 2-րդ շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 3-րդ շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 4-րդ շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 5-րդ շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 6-րդ շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 7-րդ շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 8-րդ շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 9-րդ շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 10-րդ շարք,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Որմնադիրների փողոց,,
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Խորենացի փողոց,,168-240
1288,"Էրեբունի վարչական շրջան՝Սարի Թաղի 1-3 փողոցների,  Սարի Թաղի 1-10 շարքերի, Որմնադիրների փողոցն իր նրբանցքներով, Սասունցի Դավթի փողոցի 70/1,  70/2,  70/3 և Խորենացի 168-240  համարներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սասունցի Դավթի փողոց,,"70/3, 70/2, 70/1"
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Ռուբինյանց փողոց,,"2/1, 2/2, 2/3, 12, 14, 16, 17-28, 29-33"
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Ռայնիսի փողոց,,"9-19,  90, 105"
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Շովրոյան փողոց,,"12, 14, 16"
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Լեփսիուսի 2-րդ փողոց,,
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Լեփսիուսի 3-րդ փողոց,,
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Լեփսիուսի 4-րդ փողոց,,
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Լեփսիուսի 5-րդ փողոց,,
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Լեփսիուսի 6-րդ փողոց,,
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Կարապետ Ուլնեցու փողոց,,"70, 70/1, 72, 74, 7"
1289,"Քանաքեռ-Զեյթուն վարչական շրջան՝Ռուբինյանց փողոցի 1, 1ա, 2, 2/1, 2/2, 2/3, 12, 14, 16,    17-28 շենքերի և 29-33 հասցեների իրավաբանական բաժանորդների,  Ռայնիս փողոցի 9-19,  90, 105  շենքերի և  առանձնատների, Շովրոյան փողոցի 12, 14, 16 շենքերի և առանձնատների, Լեփսիուս 2-6 փողոցների շենքերի և առանձնատների,  Կ.Ուլնեցի փողոցի 70, 70/1, 72, 74, 76 շենքերի, Կ.Ուլնեցի 3-րդ փակուղու շենքերի, Կ.Ուլնեցի 2-րդ փակուղու 4, 6 շենքերի, Դրոյի 4-րդ և 15-ից բարձր համարների շենքերի, Հասրաթյան 5/1 և 5/2 շենքերի, Պ.Սևակ փողոցի 90, 92, 106 շենքերի, Ծ․Աղբյուրի  55 շենքը կոտորակներով, Գոգոլ փողոցի 5ա, 80, 85, 86, 87, 89, 90  շենքերի, Աճառյան 19-37 առանձնատների, Մյասնիկյան պողոտայի, Յաղուբյան, Նորաշխարհյան, Բուսաբանական, Գերցենի, Մ.Ավետիսյան 1, 2, 3, 4 , Էմինեսկի և Էմինեսկի 1 փողոցների, Աշտարակ Կաթ գործարանի և Արթմեդ բժշկական կենտրոնիջրամատակարարումը։",Երևան,Երևան,քաղաք,Քանաքեռ-Զեյթուն,Կարապետ Ուլնեցու փողոց 3-րդ փակուղի,,
